sseqid	PathwayID	Description
AT3G05210	ath03420	Nucleotide excision repair 
AT3G22320	ath03420	Nucleotide excision repair 
AT3G28030	ath03420	Nucleotide excision repair 
AT3G52090	ath03420	Nucleotide excision repair 
AT3G57080	ath03420	Nucleotide excision repair 
AT3G59600	ath03420	Nucleotide excision repair 
AT3G61800	ath03420	Nucleotide excision repair 
AT4G05420	ath03420	Nucleotide excision repair 
AT4G16265	ath03420	Nucleotide excision repair 
AT4G17020	ath03420	Nucleotide excision repair 
AT4G18590	ath03420	Nucleotide excision repair 
AT4G21710	ath03420	Nucleotide excision repair 
AT4G30820	ath03420	Nucleotide excision repair 
AT4G35800	ath03420	Nucleotide excision repair 
AT5G08020	ath03420	Nucleotide excision repair 
AT5G09920	ath03420	Nucleotide excision repair 
AT5G16630	ath03420	Nucleotide excision repair 
AT5G20570	ath03420	Nucleotide excision repair 
AT5G22010	ath03420	Nucleotide excision repair 
AT5G22110	ath03420	Nucleotide excision repair 
AT5G27620	ath03420	Nucleotide excision repair 
AT5G27740	ath03420	Nucleotide excision repair 
AT5G41010	ath03420	Nucleotide excision repair 
AT5G41150	ath03420	Nucleotide excision repair 
AT5G41370	ath03420	Nucleotide excision repair 
AT5G45400	ath03420	Nucleotide excision repair 
AT5G46210	ath03420	Nucleotide excision repair 
AT5G51940	ath03420	Nucleotide excision repair 
AT5G58760	ath03420	Nucleotide excision repair 
AT5G59180	ath03420	Nucleotide excision repair 
AT5G63960	ath03420	Nucleotide excision repair 
AT1G08130	ath03430	Mismatch repair 
AT1G09815	ath03430	Mismatch repair 
AT1G18090	ath03430	Mismatch repair 
AT1G21690	ath03430	Mismatch repair 
AT1G29630	ath03430	Mismatch repair 
AT1G63160	ath03430	Mismatch repair 
AT1G65070	ath03430	Mismatch repair 
AT1G77470	ath03430	Mismatch repair 
AT1G78650	ath03430	Mismatch repair 
AT2G06510	ath03430	Mismatch repair 
AT2G24490	ath03430	Mismatch repair 
AT2G29570	ath03430	Mismatch repair 
AT2G42120	ath03430	Mismatch repair 
AT3G02920	ath03430	Mismatch repair 
AT3G18524	ath03430	Mismatch repair 
AT3G18580	ath03430	Mismatch repair 
AT3G24495	ath03430	Mismatch repair 
AT4G02070	ath03430	Mismatch repair 
AT4G02460	ath03430	Mismatch repair 
AT4G09140	ath03430	Mismatch repair 
AT4G18590	ath03430	Mismatch repair 
AT4G25540	ath03430	Mismatch repair 
AT4G35520	ath03430	Mismatch repair 
AT5G08020	ath03430	Mismatch repair 
AT5G22010	ath03430	Mismatch repair 
AT5G27740	ath03430	Mismatch repair 
AT5G45400	ath03430	Mismatch repair 
AT5G63960	ath03430	Mismatch repair 
AT1G05490	ath03440	Homologous recombination 
AT1G07745	ath03440	Homologous recombination 
AT1G09815	ath03440	Homologous recombination 
AT1G10930	ath03440	Homologous recombination 
AT1G20720	ath03440	Homologous recombination 
AT1G50840	ath03440	Homologous recombination 
AT1G77320	ath03440	Homologous recombination 
AT1G78650	ath03440	Homologous recombination 
AT1G79050	ath03440	Homologous recombination 
AT1G80210	ath03440	Homologous recombination 
AT2G01440	ath03440	Homologous recombination 
AT2G06510	ath03440	Homologous recombination 
AT2G16390	ath03440	Homologous recombination 
AT2G19490	ath03440	Homologous recombination 
AT2G22140	ath03440	Homologous recombination 
AT2G24490	ath03440	Homologous recombination 
AT2G28560	ath03440	Homologous recombination 
AT2G31970	ath03440	Homologous recombination 
AT2G32000	ath03440	Homologous recombination 
AT2G42120	ath03440	Homologous recombination 
AT2G45280	ath03440	Homologous recombination 
AT3G02680	ath03440	Homologous recombination 
AT3G02920	ath03440	Homologous recombination 
AT3G18580	ath03440	Homologous recombination 
AT3G19210	ath03440	Homologous recombination 
AT3G42670	ath03440	Homologous recombination 
AT4G02110	ath03440	Homologous recombination 
AT4G18590	ath03440	Homologous recombination 
AT4G21070	ath03440	Homologous recombination 
AT4G32960	ath03440	Homologous recombination 
AT4G35740	ath03440	Homologous recombination 
AT5G01630	ath03440	Homologous recombination 
AT5G08020	ath03440	Homologous recombination 
AT5G20850	ath03440	Homologous recombination 
AT5G39770	ath03440	Homologous recombination 
AT5G42470	ath03440	Homologous recombination 
AT5G45400	ath03440	Homologous recombination 
AT5G54260	ath03440	Homologous recombination 
AT5G57450	ath03440	Homologous recombination 
AT5G63920	ath03440	Homologous recombination 
AT5G63960	ath03440	Homologous recombination 
AT5G64520	ath03440	Homologous recombination 
AT1G10520	ath03450	Non
AT1G48050	ath03450	Non
AT2G31970	ath03450	Non
AT3G23100	ath03450	Non
AT5G26680	ath03450	Non
AT5G54260	ath03450	Non
AT5G57160	ath03450	Non
AT1G05100	ath04016	MAPK signaling pathway 
AT1G07430	ath04016	MAPK signaling pathway 
AT1G09000	ath04016	MAPK signaling pathway 
AT1G09090	ath04016	MAPK signaling pathway 
AT1G10210	ath04016	MAPK signaling pathway 
AT1G10940	ath04016	MAPK signaling pathway 
AT1G12280	ath04016	MAPK signaling pathway 
AT1G19230	ath04016	MAPK signaling pathway 
AT1G32640	ath04016	MAPK signaling pathway 
AT1G34245	ath04016	MAPK signaling pathway 
AT1G43700	ath04016	MAPK signaling pathway 
AT1G54490	ath04016	MAPK signaling pathway 
AT1G60940	ath04016	MAPK signaling pathway 
AT1G63440	ath04016	MAPK signaling pathway 
AT1G63700	ath04016	MAPK signaling pathway 
AT1G64060	ath04016	MAPK signaling pathway 
AT1G66340	ath04016	MAPK signaling pathway 
AT1G72770	ath04016	MAPK signaling pathway 
AT1G73000	ath04016	MAPK signaling pathway 
AT1G73500	ath04016	MAPK signaling pathway 
AT1G73730	ath04016	MAPK signaling pathway 
AT1G78290	ath04016	MAPK signaling pathway 
AT2G14580	ath04016	MAPK signaling pathway 
AT2G14610	ath04016	MAPK signaling pathway 
AT2G18170	ath04016	MAPK signaling pathway 
AT2G19190	ath04016	MAPK signaling pathway 
AT2G20875	ath04016	MAPK signaling pathway 
AT2G25490	ath04016	MAPK signaling pathway 
AT2G26040	ath04016	MAPK signaling pathway 
AT2G26070	ath04016	MAPK signaling pathway 
AT2G26330	ath04016	MAPK signaling pathway 
AT2G29380	ath04016	MAPK signaling pathway 
AT2G38310	ath04016	MAPK signaling pathway 
AT2G38470	ath04016	MAPK signaling pathway 
AT2G40330	ath04016	MAPK signaling pathway 
AT2G40940	ath04016	MAPK signaling pathway 
AT2G41110	ath04016	MAPK signaling pathway 
AT2G43790	ath04016	MAPK signaling pathway 
AT3G04580	ath04016	MAPK signaling pathway 
AT3G06110	ath04016	MAPK signaling pathway 
AT3G11410	ath04016	MAPK signaling pathway 
AT3G12500	ath04016	MAPK signaling pathway 
AT3G18690	ath04016	MAPK signaling pathway 
AT3G19690	ath04016	MAPK signaling pathway 
AT3G20770	ath04016	MAPK signaling pathway 
AT3G21220	ath04016	MAPK signaling pathway 
AT3G23150	ath04016	MAPK signaling pathway 
AT3G23240	ath04016	MAPK signaling pathway 
AT3G43810	ath04016	MAPK signaling pathway 
AT3G45640	ath04016	MAPK signaling pathway 
AT3G50500	ath04016	MAPK signaling pathway 
AT3G51040	ath04016	MAPK signaling pathway 
AT3G61510	ath04016	MAPK signaling pathway 
AT4G01250	ath04016	MAPK signaling pathway 
AT4G08480	ath04016	MAPK signaling pathway 
AT4G08500	ath04016	MAPK signaling pathway 
AT4G09320	ath04016	MAPK signaling pathway 
AT4G11010	ath04016	MAPK signaling pathway 
AT4G13000	ath04016	MAPK signaling pathway 
AT4G17870	ath04016	MAPK signaling pathway 
AT4G29810	ath04016	MAPK signaling pathway 
AT4G33430	ath04016	MAPK signaling pathway 
AT4G33520	ath04016	MAPK signaling pathway 
AT4G33950	ath04016	MAPK signaling pathway 
AT4G35090	ath04016	MAPK signaling pathway 
AT5G03280	ath04016	MAPK signaling pathway 
AT5G03730	ath04016	MAPK signaling pathway 
AT5G07180	ath04016	MAPK signaling pathway 
AT5G21930	ath04016	MAPK signaling pathway 
AT5G25350	ath04016	MAPK signaling pathway 
AT5G37780	ath04016	MAPK signaling pathway 
AT5G40440	ath04016	MAPK signaling pathway 
AT5G44790	ath04016	MAPK signaling pathway 
AT5G46330	ath04016	MAPK signaling pathway 
AT5G49480	ath04016	MAPK signaling pathway 
AT5G51060	ath04016	MAPK signaling pathway 
AT5G51760	ath04016	MAPK signaling pathway 
AT5G53160	ath04016	MAPK signaling pathway 
AT5G57050	ath04016	MAPK signaling pathway 
AT5G59220	ath04016	MAPK signaling pathway 
AT5G62230	ath04016	MAPK signaling pathway 
AT5G63310	ath04016	MAPK signaling pathway 
AT5G66880	ath04016	MAPK signaling pathway 
AT1G21980	ath04070	Phosphatidylinositol signaling system 
AT1G22100	ath04070	Phosphatidylinositol signaling system 
AT1G31190	ath04070	Phosphatidylinositol signaling system 
AT1G34260	ath04070	Phosphatidylinositol signaling system 
AT1G49340	ath04070	Phosphatidylinositol signaling system 
AT1G60490	ath04070	Phosphatidylinositol signaling system 
AT1G60890	ath04070	Phosphatidylinositol signaling system 
AT1G62430	ath04070	Phosphatidylinositol signaling system 
AT1G71010	ath04070	Phosphatidylinositol signaling system 
AT2G20900	ath04070	Phosphatidylinositol signaling system 
AT2G40116	ath04070	Phosphatidylinositol signaling system 
AT2G41110	ath04070	Phosphatidylinositol signaling system 
AT2G45150	ath04070	Phosphatidylinositol signaling system 
AT3G01310	ath04070	Phosphatidylinositol signaling system 
AT3G02870	ath04070	Phosphatidylinositol signaling system 
AT3G07960	ath04070	Phosphatidylinositol signaling system 
AT3G08510	ath04070	Phosphatidylinositol signaling system 
AT3G09920	ath04070	Phosphatidylinositol signaling system 
AT3G10550	ath04070	Phosphatidylinositol signaling system 
AT3G14270	ath04070	Phosphatidylinositol signaling system 
AT3G19420	ath04070	Phosphatidylinositol signaling system 
AT3G43810	ath04070	Phosphatidylinositol signaling system 
AT3G50110	ath04070	Phosphatidylinositol signaling system 
AT3G51460	ath04070	Phosphatidylinositol signaling system 
AT3G51830	ath04070	Phosphatidylinositol signaling system 
AT3G55940	ath04070	Phosphatidylinositol signaling system 
AT3G56960	ath04070	Phosphatidylinositol signaling system 
AT4G08170	ath04070	Phosphatidylinositol signaling system 
AT4G22340	ath04070	Phosphatidylinositol signaling system 
AT4G28130	ath04070	Phosphatidylinositol signaling system 
AT4G30340	ath04070	Phosphatidylinositol signaling system 
AT4G38570	ath04070	Phosphatidylinositol signaling system 
AT4G39120	ath04070	Phosphatidylinositol signaling system 
AT5G07920	ath04070	Phosphatidylinositol signaling system 
AT5G15070	ath04070	Phosphatidylinositol signaling system 
AT5G16760	ath04070	Phosphatidylinositol signaling system 
AT5G37780	ath04070	Phosphatidylinositol signaling system 
AT5G49480	ath04070	Phosphatidylinositol signaling system 
AT5G61760	ath04070	Phosphatidylinositol signaling system 
AT5G63770	ath04070	Phosphatidylinositol signaling system 
AT5G63980	ath04070	Phosphatidylinositol signaling system 
AT5G64070	ath04070	Phosphatidylinositol signaling system 
AT1G04240	ath04075	Plant hormone signal transduction 
AT1G04250	ath04075	Plant hormone signal transduction 
AT1G06390	ath04075	Plant hormone signal transduction 
AT1G07430	ath04075	Plant hormone signal transduction 
AT1G08320	ath04075	Plant hormone signal transduction 
AT1G09530	ath04075	Plant hormone signal transduction 
AT1G10940	ath04075	Plant hormone signal transduction 
AT1G14920	ath04075	Plant hormone signal transduction 
AT1G19180	ath04075	Plant hormone signal transduction 
AT1G19850	ath04075	Plant hormone signal transduction 
AT1G27320	ath04075	Plant hormone signal transduction 
AT1G28130	ath04075	Plant hormone signal transduction 
AT1G32640	ath04075	Plant hormone signal transduction 
AT1G45249	ath04075	Plant hormone signal transduction 
AT1G48500	ath04075	Plant hormone signal transduction 
AT1G56150	ath04075	Plant hormone signal transduction 
AT1G59750	ath04075	Plant hormone signal transduction 
AT1G59940	ath04075	Plant hormone signal transduction 
AT1G60940	ath04075	Plant hormone signal transduction 
AT1G64280	ath04075	Plant hormone signal transduction 
AT1G66340	ath04075	Plant hormone signal transduction 
AT1G66350	ath04075	Plant hormone signal transduction 
AT1G67710	ath04075	Plant hormone signal transduction 
AT1G68640	ath04075	Plant hormone signal transduction 
AT1G72770	ath04075	Plant hormone signal transduction 
AT1G73000	ath04075	Plant hormone signal transduction 
AT1G73730	ath04075	Plant hormone signal transduction 
AT1G74890	ath04075	Plant hormone signal transduction 
AT1G74950	ath04075	Plant hormone signal transduction 
AT1G75080	ath04075	Plant hormone signal transduction 
AT1G75580	ath04075	Plant hormone signal transduction 
AT1G75590	ath04075	Plant hormone signal transduction 
AT1G77690	ath04075	Plant hormone signal transduction 
AT1G78290	ath04075	Plant hormone signal transduction 
AT2G01200	ath04075	Plant hormone signal transduction 
AT2G01570	ath04075	Plant hormone signal transduction 
AT2G01830	ath04075	Plant hormone signal transduction 
AT2G14580	ath04075	Plant hormone signal transduction 
AT2G14610	ath04075	Plant hormone signal transduction 
AT2G14960	ath04075	Plant hormone signal transduction 
AT2G21050	ath04075	Plant hormone signal transduction 
AT2G22670	ath04075	Plant hormone signal transduction 
AT2G24400	ath04075	Plant hormone signal transduction 
AT2G25180	ath04075	Plant hormone signal transduction 
AT2G25490	ath04075	Plant hormone signal transduction 
AT2G26040	ath04075	Plant hormone signal transduction 
AT2G29380	ath04075	Plant hormone signal transduction 
AT2G33310	ath04075	Plant hormone signal transduction 
AT2G33860	ath04075	Plant hormone signal transduction 
AT2G36210	ath04075	Plant hormone signal transduction 
AT2G36270	ath04075	Plant hormone signal transduction 
AT2G38120	ath04075	Plant hormone signal transduction 
AT2G38310	ath04075	Plant hormone signal transduction 
AT2G39940	ath04075	Plant hormone signal transduction 
AT2G40330	ath04075	Plant hormone signal transduction 
AT2G40940	ath04075	Plant hormone signal transduction 
AT2G41370	ath04075	Plant hormone signal transduction 
AT2G43010	ath04075	Plant hormone signal transduction 
AT2G43790	ath04075	Plant hormone signal transduction 
AT2G46370	ath04075	Plant hormone signal transduction 
AT2G46690	ath04075	Plant hormone signal transduction 
AT2G47750	ath04075	Plant hormone signal transduction 
AT3G03450	ath04075	Plant hormone signal transduction 
AT3G04580	ath04075	Plant hormone signal transduction 
AT3G04730	ath04075	Plant hormone signal transduction 
AT3G11410	ath04075	Plant hormone signal transduction 
AT3G12250	ath04075	Plant hormone signal transduction 
AT3G12830	ath04075	Plant hormone signal transduction 
AT3G15540	ath04075	Plant hormone signal transduction 
AT3G16360	ath04075	Plant hormone signal transduction 
AT3G16500	ath04075	Plant hormone signal transduction 
AT3G16857	ath04075	Plant hormone signal transduction 
AT3G17600	ath04075	Plant hormone signal transduction 
AT3G17860	ath04075	Plant hormone signal transduction 
AT3G19290	ath04075	Plant hormone signal transduction 
AT3G19690	ath04075	Plant hormone signal transduction 
AT3G20770	ath04075	Plant hormone signal transduction 
AT3G21220	ath04075	Plant hormone signal transduction 
AT3G21510	ath04075	Plant hormone signal transduction 
AT3G23150	ath04075	Plant hormone signal transduction 
AT3G23240	ath04075	Plant hormone signal transduction 
AT3G50070	ath04075	Plant hormone signal transduction 
AT3G50500	ath04075	Plant hormone signal transduction 
AT3G56380	ath04075	Plant hormone signal transduction 
AT3G56850	ath04075	Plant hormone signal transduction 
AT3G57040	ath04075	Plant hormone signal transduction 
AT3G60690	ath04075	Plant hormone signal transduction 
AT3G61830	ath04075	Plant hormone signal transduction 
AT3G62100	ath04075	Plant hormone signal transduction 
AT3G62980	ath04075	Plant hormone signal transduction 
AT3G63010	ath04075	Plant hormone signal transduction 
AT4G00710	ath04075	Plant hormone signal transduction 
AT4G00880	ath04075	Plant hormone signal transduction 
AT4G12410	ath04075	Plant hormone signal transduction 
AT4G14550	ath04075	Plant hormone signal transduction 
AT4G16110	ath04075	Plant hormone signal transduction 
AT4G17870	ath04075	Plant hormone signal transduction 
AT4G18710	ath04075	Plant hormone signal transduction 
AT4G23980	ath04075	Plant hormone signal transduction 
AT4G27260	ath04075	Plant hormone signal transduction 
AT4G28640	ath04075	Plant hormone signal transduction 
AT4G31920	ath04075	Plant hormone signal transduction 
AT4G33430	ath04075	Plant hormone signal transduction 
AT4G33950	ath04075	Plant hormone signal transduction 
AT4G34000	ath04075	Plant hormone signal transduction 
AT4G34160	ath04075	Plant hormone signal transduction 
AT4G34750	ath04075	Plant hormone signal transduction 
AT4G34760	ath04075	Plant hormone signal transduction 
AT4G35230	ath04075	Plant hormone signal transduction 
AT4G35900	ath04075	Plant hormone signal transduction 
AT4G38840	ath04075	Plant hormone signal transduction 
AT4G39400	ath04075	Plant hormone signal transduction 
AT5G01240	ath04075	Plant hormone signal transduction 
AT5G03280	ath04075	Plant hormone signal transduction 
AT5G03730	ath04075	Plant hormone signal transduction 
AT5G06839	ath04075	Plant hormone signal transduction 
AT5G13220	ath04075	Plant hormone signal transduction 
AT5G13320	ath04075	Plant hormone signal transduction 
AT5G18080	ath04075	Plant hormone signal transduction 
AT5G20810	ath04075	Plant hormone signal transduction 
AT5G20900	ath04075	Plant hormone signal transduction 
AT5G25350	ath04075	Plant hormone signal transduction 
AT5G27320	ath04075	Plant hormone signal transduction 
AT5G35750	ath04075	Plant hormone signal transduction 
AT5G39340	ath04075	Plant hormone signal transduction 
AT5G41260	ath04075	Plant hormone signal transduction 
AT5G42750	ath04075	Plant hormone signal transduction 
AT5G43700	ath04075	Plant hormone signal transduction 
AT5G44080	ath04075	Plant hormone signal transduction 
AT5G45110	ath04075	Plant hormone signal transduction 
AT5G46570	ath04075	Plant hormone signal transduction 
AT5G47220	ath04075	Plant hormone signal transduction 
AT5G50760	ath04075	Plant hormone signal transduction 
AT5G51760	ath04075	Plant hormone signal transduction 
AT5G53160	ath04075	Plant hormone signal transduction 
AT5G53590	ath04075	Plant hormone signal transduction 
AT5G57050	ath04075	Plant hormone signal transduction 
AT5G59220	ath04075	Plant hormone signal transduction 
AT5G65210	ath04075	Plant hormone signal transduction 
AT5G65670	ath04075	Plant hormone signal transduction 
AT5G66880	ath04075	Plant hormone signal transduction 
AT5G67260	ath04075	Plant hormone signal transduction 
AT1G02980	ath04120	Ubiquitin mediated proteolysis 
AT1G04510	ath04120	Ubiquitin mediated proteolysis 
AT1G06590	ath04120	Ubiquitin mediated proteolysis 
AT1G14400	ath04120	Ubiquitin mediated proteolysis 
AT1G16890	ath04120	Ubiquitin mediated proteolysis 
AT1G17280	ath04120	Ubiquitin mediated proteolysis 
AT1G20140	ath04120	Ubiquitin mediated proteolysis 
AT1G26830	ath04120	Ubiquitin mediated proteolysis 
AT1G27840	ath04120	Ubiquitin mediated proteolysis 
AT1G50490	ath04120	Ubiquitin mediated proteolysis 
AT1G64230	ath04120	Ubiquitin mediated proteolysis 
AT1G75440	ath04120	Ubiquitin mediated proteolysis 
AT1G75950	ath04120	Ubiquitin mediated proteolysis 
AT1G77000	ath04120	Ubiquitin mediated proteolysis 
AT1G78770	ath04120	Ubiquitin mediated proteolysis 
AT2G02760	ath04120	Ubiquitin mediated proteolysis 
AT2G04660	ath04120	Ubiquitin mediated proteolysis 
AT2G16920	ath04120	Ubiquitin mediated proteolysis 
AT2G18290	ath04120	Ubiquitin mediated proteolysis 
AT2G20000	ath04120	Ubiquitin mediated proteolysis 
AT2G21470	ath04120	Ubiquitin mediated proteolysis 
AT2G25700	ath04120	Ubiquitin mediated proteolysis 
AT2G30110	ath04120	Ubiquitin mediated proteolysis 
AT2G32950	ath04120	Ubiquitin mediated proteolysis 
AT2G33340	ath04120	Ubiquitin mediated proteolysis 
AT2G33770	ath04120	Ubiquitin mediated proteolysis 
AT2G39090	ath04120	Ubiquitin mediated proteolysis 
AT2G47110	ath04120	Ubiquitin mediated proteolysis 
AT3G05870	ath04120	Ubiquitin mediated proteolysis 
AT3G07370	ath04120	Ubiquitin mediated proteolysis 
AT3G08690	ath04120	Ubiquitin mediated proteolysis 
AT3G13550	ath04120	Ubiquitin mediated proteolysis 
AT3G15355	ath04120	Ubiquitin mediated proteolysis 
AT3G16090	ath04120	Ubiquitin mediated proteolysis 
AT3G17000	ath04120	Ubiquitin mediated proteolysis 
AT3G17205	ath04120	Ubiquitin mediated proteolysis 
AT3G20060	ath04120	Ubiquitin mediated proteolysis 
AT3G48150	ath04120	Ubiquitin mediated proteolysis 
AT3G52590	ath04120	Ubiquitin mediated proteolysis 
AT3G53090	ath04120	Ubiquitin mediated proteolysis 
AT3G55380	ath04120	Ubiquitin mediated proteolysis 
AT3G57870	ath04120	Ubiquitin mediated proteolysis 
AT3G58040	ath04120	Ubiquitin mediated proteolysis 
AT3G61790	ath04120	Ubiquitin mediated proteolysis 
AT3G62970	ath04120	Ubiquitin mediated proteolysis 
AT4G02570	ath04120	Ubiquitin mediated proteolysis 
AT4G05050	ath04120	Ubiquitin mediated proteolysis 
AT4G05320	ath04120	Ubiquitin mediated proteolysis 
AT4G05420	ath04120	Ubiquitin mediated proteolysis 
AT4G10180	ath04120	Ubiquitin mediated proteolysis 
AT4G21530	ath04120	Ubiquitin mediated proteolysis 
AT4G22910	ath04120	Ubiquitin mediated proteolysis 
AT4G24940	ath04120	Ubiquitin mediated proteolysis 
AT4G27880	ath04120	Ubiquitin mediated proteolysis 
AT4G33270	ath04120	Ubiquitin mediated proteolysis 
AT4G36800	ath04120	Ubiquitin mediated proteolysis 
AT4G38600	ath04120	Ubiquitin mediated proteolysis 
AT5G02880	ath04120	Ubiquitin mediated proteolysis 
AT5G05080	ath04120	Ubiquitin mediated proteolysis 
AT5G05560	ath04120	Ubiquitin mediated proteolysis 
AT5G13840	ath04120	Ubiquitin mediated proteolysis 
AT5G15400	ath04120	Ubiquitin mediated proteolysis 
AT5G18650	ath04120	Ubiquitin mediated proteolysis 
AT5G19180	ath04120	Ubiquitin mediated proteolysis 
AT5G20570	ath04120	Ubiquitin mediated proteolysis 
AT5G20620	ath04120	Ubiquitin mediated proteolysis 
AT5G22920	ath04120	Ubiquitin mediated proteolysis 
AT5G23730	ath04120	Ubiquitin mediated proteolysis 
AT5G25560	ath04120	Ubiquitin mediated proteolysis 
AT5G37640	ath04120	Ubiquitin mediated proteolysis 
AT5G37870	ath04120	Ubiquitin mediated proteolysis 
AT5G41340	ath04120	Ubiquitin mediated proteolysis 
AT5G41580	ath04120	Ubiquitin mediated proteolysis 
AT5G42190	ath04120	Ubiquitin mediated proteolysis 
AT5G46210	ath04120	Ubiquitin mediated proteolysis 
AT5G50870	ath04120	Ubiquitin mediated proteolysis 
AT5G58760	ath04120	Ubiquitin mediated proteolysis 
AT5G59140	ath04120	Ubiquitin mediated proteolysis 
AT5G62540	ath04120	Ubiquitin mediated proteolysis 
AT5G65740	ath04120	Ubiquitin mediated proteolysis 
AT5G67530	ath04120	Ubiquitin mediated proteolysis 
AT1G01290	ath04122	Sulfur relay system 
AT1G76170	ath04122	Sulfur relay system 
AT1G79230	ath04122	Sulfur relay system 
AT2G31955	ath04122	Sulfur relay system 
AT2G43760	ath04122	Sulfur relay system 
AT3G61113	ath04122	Sulfur relay system 
AT4G10100	ath04122	Sulfur relay system 
AT4G35910	ath04122	Sulfur relay system 
AT5G55130	ath04122	Sulfur relay system 
AT5G65720	ath04122	Sulfur relay system 
AT1G08560	ath04130	SNARE interactions in vesicular transport 
AT1G11890	ath04130	SNARE interactions in vesicular transport 
AT1G15880	ath04130	SNARE interactions in vesicular transport 
AT1G16240	ath04130	SNARE interactions in vesicular transport 
AT1G26670	ath04130	SNARE interactions in vesicular transport 
AT1G28490	ath04130	SNARE interactions in vesicular transport 
AT1G51740	ath04130	SNARE interactions in vesicular transport 
AT1G54110	ath04130	SNARE interactions in vesicular transport 
AT1G61290	ath04130	SNARE interactions in vesicular transport 
AT2G18260	ath04130	SNARE interactions in vesicular transport 
AT2G36900	ath04130	SNARE interactions in vesicular transport 
AT2G45200	ath04130	SNARE interactions in vesicular transport 
AT3G03800	ath04130	SNARE interactions in vesicular transport 
AT3G09740	ath04130	SNARE interactions in vesicular transport 
AT3G11820	ath04130	SNARE interactions in vesicular transport 
AT3G24315	ath04130	SNARE interactions in vesicular transport 
AT3G24350	ath04130	SNARE interactions in vesicular transport 
AT3G29100	ath04130	SNARE interactions in vesicular transport 
AT3G58170	ath04130	SNARE interactions in vesicular transport 
AT3G61450	ath04130	SNARE interactions in vesicular transport 
AT4G14600	ath04130	SNARE interactions in vesicular transport 
AT4G32150	ath04130	SNARE interactions in vesicular transport 
AT5G05760	ath04130	SNARE interactions in vesicular transport 
AT5G08080	ath04130	SNARE interactions in vesicular transport 
AT5G22360	ath04130	SNARE interactions in vesicular transport 
AT5G26980	ath04130	SNARE interactions in vesicular transport 
AT5G39510	ath04130	SNARE interactions in vesicular transport 
AT5G52270	ath04130	SNARE interactions in vesicular transport 
AT5G58060	ath04130	SNARE interactions in vesicular transport 
AT1G10430	ath04136	Autophagy 
AT1G50030	ath04136	Autophagy 
AT1G60490	ath04136	Autophagy 
AT1G62040	ath04136	Autophagy 
AT1G69960	ath04136	Autophagy 
AT2G05630	ath04136	Autophagy 
AT2G31260	ath04136	Autophagy 
AT2G37840	ath04136	Autophagy 
AT2G42500	ath04136	Autophagy 
AT3G07525	ath04136	Autophagy 
AT3G08850	ath04136	Autophagy 
AT3G13970	ath04136	Autophagy 
AT3G15580	ath04136	Autophagy 
AT3G18140	ath04136	Autophagy 
AT3G18770	ath04136	Autophagy 
AT3G19190	ath04136	Autophagy 
AT3G49590	ath04136	Autophagy 
AT3G59950	ath04136	Autophagy 
AT3G60640	ath04136	Autophagy 
AT3G61710	ath04136	Autophagy 
AT4G16520	ath04136	Autophagy 
AT4G21980	ath04136	Autophagy 
AT4G29380	ath04136	Autophagy 
AT4G30510	ath04136	Autophagy 
AT4G30790	ath04136	Autophagy 
AT5G17290	ath04136	Autophagy 
AT5G45900	ath04136	Autophagy 
AT5G50230	ath04136	Autophagy 
AT5G53000	ath04136	Autophagy 
AT5G61500	ath04136	Autophagy 
AT5G66930	ath04136	Autophagy 
AT1G02620	ath04141	Protein processing in endoplasmic reticulum 
AT1G02980	ath04141	Protein processing in endoplasmic reticulum 
AT1G04850	ath04141	Protein processing in endoplasmic reticulum 
AT1G04980	ath04141	Protein processing in endoplasmic reticulum 
AT1G07400	ath04141	Protein processing in endoplasmic reticulum 
AT1G08450	ath04141	Protein processing in endoplasmic reticulum 
AT1G09210	ath04141	Protein processing in endoplasmic reticulum 
AT1G16030	ath04141	Protein processing in endoplasmic reticulum 
AT1G17280	ath04141	Protein processing in endoplasmic reticulum 
AT1G18260	ath04141	Protein processing in endoplasmic reticulum 
AT1G19310	ath04141	Protein processing in endoplasmic reticulum 
AT1G20140	ath04141	Protein processing in endoplasmic reticulum 
AT1G27520	ath04141	Protein processing in endoplasmic reticulum 
AT1G29310	ath04141	Protein processing in endoplasmic reticulum 
AT1G30000	ath04141	Protein processing in endoplasmic reticulum 
AT1G32210	ath04141	Protein processing in endoplasmic reticulum 
AT1G34130	ath04141	Protein processing in endoplasmic reticulum 
AT1G35620	ath04141	Protein processing in endoplasmic reticulum 
AT1G50670	ath04141	Protein processing in endoplasmic reticulum 
AT1G51590	ath04141	Protein processing in endoplasmic reticulum 
AT1G52560	ath04141	Protein processing in endoplasmic reticulum 
AT1G53540	ath04141	Protein processing in endoplasmic reticulum 
AT1G54050	ath04141	Protein processing in endoplasmic reticulum 
AT1G56340	ath04141	Protein processing in endoplasmic reticulum 
AT1G61790	ath04141	Protein processing in endoplasmic reticulum 
AT1G64230	ath04141	Protein processing in endoplasmic reticulum 
AT1G67490	ath04141	Protein processing in endoplasmic reticulum 
AT1G71220	ath04141	Protein processing in endoplasmic reticulum 
AT1G72280	ath04141	Protein processing in endoplasmic reticulum 
AT1G73570	ath04141	Protein processing in endoplasmic reticulum 
AT1G75950	ath04141	Protein processing in endoplasmic reticulum 
AT1G76400	ath04141	Protein processing in endoplasmic reticulum 
