sseqid	PathwayID	Description
AT2G23420	ath00760	Nicotinate and nicotinamide metabolism 
AT2G36310	ath00760	Nicotinate and nicotinamide metabolism 
AT3G21070	ath00760	Nicotinate and nicotinamide metabolism 
AT3G62040	ath00760	Nicotinate and nicotinamide metabolism 
AT4G14930	ath00760	Nicotinate and nicotinamide metabolism 
AT4G29680	ath00760	Nicotinate and nicotinamide metabolism 
AT5G09230	ath00760	Nicotinate and nicotinamide metabolism 
AT5G14760	ath00760	Nicotinate and nicotinamide metabolism 
AT5G20070	ath00760	Nicotinate and nicotinamide metabolism 
AT5G50210	ath00760	Nicotinate and nicotinamide metabolism 
AT5G55760	ath00760	Nicotinate and nicotinamide metabolism 
AT5G55810	ath00760	Nicotinate and nicotinamide metabolism 
AT1G10070	ath00770	Pantothenate and CoA biosynthesis 
AT1G23800	ath00770	Pantothenate and CoA biosynthesis 
AT1G44170	ath00770	Pantothenate and CoA biosynthesis 
AT1G65840	ath00770	Pantothenate and CoA biosynthesis 
AT2G27490	ath00770	Pantothenate and CoA biosynthesis 
AT2G31810	ath00770	Pantothenate and CoA biosynthesis 
AT2G43020	ath00770	Pantothenate and CoA biosynthesis 
AT2G46110	ath00770	Pantothenate and CoA biosynthesis 
AT3G11470	ath00770	Pantothenate and CoA biosynthesis 
AT3G17810	ath00770	Pantothenate and CoA biosynthesis 
AT3G18030	ath00770	Pantothenate and CoA biosynthesis 
AT3G23940	ath00770	Pantothenate and CoA biosynthesis 
AT3G48000	ath00770	Pantothenate and CoA biosynthesis 
AT3G48560	ath00770	Pantothenate and CoA biosynthesis 
AT3G58610	ath00770	Pantothenate and CoA biosynthesis 
AT4G29680	ath00770	Pantothenate and CoA biosynthesis 
AT4G36250	ath00770	Pantothenate and CoA biosynthesis 
AT5G02080	ath00770	Pantothenate and CoA biosynthesis 
AT5G12200	ath00770	Pantothenate and CoA biosynthesis 
AT5G48840	ath00770	Pantothenate and CoA biosynthesis 
AT5G64370	ath00770	Pantothenate and CoA biosynthesis 
AT5G65780	ath00770	Pantothenate and CoA biosynthesis 
AT1G24360	ath00780	Biotin metabolism 
AT1G74960	ath00780	Biotin metabolism 
AT2G04540	ath00780	Biotin metabolism 
AT2G05990	ath00780	Biotin metabolism 
AT2G25710	ath00780	Biotin metabolism 
AT2G43360	ath00780	Biotin metabolism 
AT3G03980	ath00780	Biotin metabolism 
AT4G13180	ath00780	Biotin metabolism 
AT5G04620	ath00780	Biotin metabolism 
AT5G10160	ath00780	Biotin metabolism 
AT5G18210	ath00780	Biotin metabolism 
AT5G46290	ath00780	Biotin metabolism 
AT5G57590	ath00780	Biotin metabolism 
AT1G01090	ath00785	Lipoic acid metabolism 
AT1G04640	ath00785	Lipoic acid metabolism 
AT1G11860	ath00785	Lipoic acid metabolism 
AT1G21400	ath00785	Lipoic acid metabolism 
AT1G32470	ath00785	Lipoic acid metabolism 
AT1G34430	ath00785	Lipoic acid metabolism 
AT1G47578	ath00785	Lipoic acid metabolism 
AT1G48030	ath00785	Lipoic acid metabolism 
AT1G55510	ath00785	Lipoic acid metabolism 
AT1G59900	ath00785	Lipoic acid metabolism 
AT2G20860	ath00785	Lipoic acid metabolism 
AT2G26080	ath00785	Lipoic acid metabolism 
AT2G34590	ath00785	Lipoic acid metabolism 
AT2G35120	ath00785	Lipoic acid metabolism 
AT3G06850	ath00785	Lipoic acid metabolism 
AT3G13930	ath00785	Lipoic acid metabolism 
AT3G25860	ath00785	Lipoic acid metabolism 
AT3G52200	ath00785	Lipoic acid metabolism 
AT3G55410	ath00785	Lipoic acid metabolism 
AT4G16155	ath00785	Lipoic acid metabolism 
AT4G26910	ath00785	Lipoic acid metabolism 
AT4G33010	ath00785	Lipoic acid metabolism 
AT5G08415	ath00785	Lipoic acid metabolism 
AT5G09300	ath00785	Lipoic acid metabolism 
AT5G50850	ath00785	Lipoic acid metabolism 
AT1G01290	ath00790	Folate biosynthesis 
AT1G16540	ath00790	Folate biosynthesis 
AT1G78660	ath00790	Folate biosynthesis 
AT2G16370	ath00790	Folate biosynthesis 
AT2G22450	ath00790	Folate biosynthesis 
AT2G28880	ath00790	Folate biosynthesis 
AT2G31955	ath00790	Folate biosynthesis 
AT2G43760	ath00790	Folate biosynthesis 
AT3G07270	ath00790	Folate biosynthesis 
AT3G10160	ath00790	Folate biosynthesis 
AT3G11750	ath00790	Folate biosynthesis 
AT4G30000	ath00790	Folate biosynthesis 
AT5G05980	ath00790	Folate biosynthesis 
AT5G20990	ath00790	Folate biosynthesis 
AT5G42370	ath00790	Folate biosynthesis 
AT5G51030	ath00790	Folate biosynthesis 
AT5G57850	ath00790	Folate biosynthesis 
AT5G59750	ath00790	Folate biosynthesis 
AT5G64300	ath00790	Folate biosynthesis 
AT1G03630	ath00860	Porphyrin metabolism 
AT1G04620	ath00860	Porphyrin metabolism 
AT1G08520	ath00860	Porphyrin metabolism 
AT1G09940	ath00860	Porphyrin metabolism 
AT1G44000	ath00860	Porphyrin metabolism 
AT1G44446	ath00860	Porphyrin metabolism 
AT1G50170	ath00860	Porphyrin metabolism 
AT1G58290	ath00860	Porphyrin metabolism 
AT1G69740	ath00860	Porphyrin metabolism 
AT1G74470	ath00860	Porphyrin metabolism 
AT2G26540	ath00860	Porphyrin metabolism 
AT2G26670	ath00860	Porphyrin metabolism 
AT2G30390	ath00860	Porphyrin metabolism 
AT2G40490	ath00860	Porphyrin metabolism 
AT2G44520	ath00860	Porphyrin metabolism 
AT3G09150	ath00860	Porphyrin metabolism 
AT3G14930	ath00860	Porphyrin metabolism 
AT3G44880	ath00860	Porphyrin metabolism 
AT3G48730	ath00860	Porphyrin metabolism 
AT3G51820	ath00860	Porphyrin metabolism 
AT3G56940	ath00860	Porphyrin metabolism 
AT4G01690	ath00860	Porphyrin metabolism 
AT4G03205	ath00860	Porphyrin metabolism 
AT4G03240	ath00860	Porphyrin metabolism 
AT4G13250	ath00860	Porphyrin metabolism 
AT4G18480	ath00860	Porphyrin metabolism 
AT4G22920	ath00860	Porphyrin metabolism 
AT4G25080	ath00860	Porphyrin metabolism 
AT4G37000	ath00860	Porphyrin metabolism 
AT5G04900	ath00860	Porphyrin metabolism 
AT5G08280	ath00860	Porphyrin metabolism 
AT5G13630	ath00860	Porphyrin metabolism 
AT5G14220	ath00860	Porphyrin metabolism 
AT5G18660	ath00860	Porphyrin metabolism 
AT5G26030	ath00860	Porphyrin metabolism 
AT5G26710	ath00860	Porphyrin metabolism 
AT5G40850	ath00860	Porphyrin metabolism 
AT5G43860	ath00860	Porphyrin metabolism 
AT5G54190	ath00860	Porphyrin metabolism 
AT5G56090	ath00860	Porphyrin metabolism 
AT5G64050	ath00860	Porphyrin metabolism 
AT1G11755	ath00900	Terpenoid backbone biosynthesis 
AT1G26120	ath00900	Terpenoid backbone biosynthesis 
AT1G26640	ath00900	Terpenoid backbone biosynthesis 
AT1G31910	ath00900	Terpenoid backbone biosynthesis 
AT1G63970	ath00900	Terpenoid backbone biosynthesis 
AT1G74470	ath00900	Terpenoid backbone biosynthesis 
AT1G76490	ath00900	Terpenoid backbone biosynthesis 
AT1G78510	ath00900	Terpenoid backbone biosynthesis 
AT2G02500	ath00900	Terpenoid backbone biosynthesis 
AT2G17570	ath00900	Terpenoid backbone biosynthesis 
AT2G26930	ath00900	Terpenoid backbone biosynthesis 
AT2G34630	ath00900	Terpenoid backbone biosynthesis 
AT2G36305	ath00900	Terpenoid backbone biosynthesis 
AT3G02780	ath00900	Terpenoid backbone biosynthesis 
AT3G54250	ath00900	Terpenoid backbone biosynthesis 
AT3G59380	ath00900	Terpenoid backbone biosynthesis 
AT4G01320	ath00900	Terpenoid backbone biosynthesis 
AT4G11820	ath00900	Terpenoid backbone biosynthesis 
AT4G15560	ath00900	Terpenoid backbone biosynthesis 
AT4G17190	ath00900	Terpenoid backbone biosynthesis 
AT4G33360	ath00900	Terpenoid backbone biosynthesis 
AT4G34350	ath00900	Terpenoid backbone biosynthesis 
AT4G36810	ath00900	Terpenoid backbone biosynthesis 
AT4G38460	ath00900	Terpenoid backbone biosynthesis 
AT5G08335	ath00900	Terpenoid backbone biosynthesis 
AT5G11380	ath00900	Terpenoid backbone biosynthesis 
AT5G15860	ath00900	Terpenoid backbone biosynthesis 
AT5G23320	ath00900	Terpenoid backbone biosynthesis 
AT5G27450	ath00900	Terpenoid backbone biosynthesis 
AT5G40280	ath00900	Terpenoid backbone biosynthesis 
AT5G47720	ath00900	Terpenoid backbone biosynthesis 
AT5G48230	ath00900	Terpenoid backbone biosynthesis 
AT5G58560	ath00900	Terpenoid backbone biosynthesis 
AT5G58770	ath00900	Terpenoid backbone biosynthesis 
AT5G60600	ath00900	Terpenoid backbone biosynthesis 
AT5G62790	ath00900	Terpenoid backbone biosynthesis 
AT5G63910	ath00900	Terpenoid backbone biosynthesis 
AT2G20340	ath00901	Indole alkaloid biosynthesis 
AT1G61680	ath00902	Monoterpenoid biosynthesis 
AT2G24190	ath00902	Monoterpenoid biosynthesis 
AT2G24210	ath00902	Monoterpenoid biosynthesis 
AT3G25810	ath00902	Monoterpenoid biosynthesis 
AT3G25820	ath00902	Monoterpenoid biosynthesis 
AT3G25830	ath00902	Monoterpenoid biosynthesis 
AT3G61220	ath00902	Monoterpenoid biosynthesis 
AT1G02400	ath00904	Diterpenoid biosynthesis 
AT1G05160	ath00904	Diterpenoid biosynthesis 
AT1G15550	ath00904	Diterpenoid biosynthesis 
AT1G30040	ath00904	Diterpenoid biosynthesis 
AT1G47990	ath00904	Diterpenoid biosynthesis 
AT1G61120	ath00904	Diterpenoid biosynthesis 
AT1G78440	ath00904	Diterpenoid biosynthesis 
AT1G79460	ath00904	Diterpenoid biosynthesis 
AT2G32440	ath00904	Diterpenoid biosynthesis 
AT3G25180	ath00904	Diterpenoid biosynthesis 
AT4G02780	ath00904	Diterpenoid biosynthesis 
AT4G21200	ath00904	Diterpenoid biosynthesis 
AT4G25420	ath00904	Diterpenoid biosynthesis 
AT5G25900	ath00904	Diterpenoid biosynthesis 
AT5G51810	ath00904	Diterpenoid biosynthesis 
AT5G58660	ath00904	Diterpenoid biosynthesis 
AT2G26710	ath00905	Brassinosteroid biosynthesis 
AT2G38050	ath00905	Brassinosteroid biosynthesis 
AT3G13730	ath00905	Brassinosteroid biosynthesis 
AT3G30180	ath00905	Brassinosteroid biosynthesis 
AT3G50660	ath00905	Brassinosteroid biosynthesis 
AT4G36380	ath00905	Brassinosteroid biosynthesis 
AT5G05690	ath00905	Brassinosteroid biosynthesis 
AT5G14400	ath00905	Brassinosteroid biosynthesis 
AT5G38970	ath00905	Brassinosteroid biosynthesis 
AT1G06820	ath00906	Carotenoid biosynthesis 
AT1G08550	ath00906	Carotenoid biosynthesis 
AT1G10830	ath00906	Carotenoid biosynthesis 
AT1G30100	ath00906	Carotenoid biosynthesis 
AT1G31800	ath00906	Carotenoid biosynthesis 
AT1G52340	ath00906	Carotenoid biosynthesis 
AT1G78390	ath00906	Carotenoid biosynthesis 
AT2G29090	ath00906	Carotenoid biosynthesis 
AT2G44990	ath00906	Carotenoid biosynthesis 
AT3G04870	ath00906	Carotenoid biosynthesis 
AT3G10230	ath00906	Carotenoid biosynthesis 
AT3G14440	ath00906	Carotenoid biosynthesis 
AT3G19270	ath00906	Carotenoid biosynthesis 
AT3G24220	ath00906	Carotenoid biosynthesis 
AT3G53130	ath00906	Carotenoid biosynthesis 
AT4G14210	ath00906	Carotenoid biosynthesis 
AT4G19170	ath00906	Carotenoid biosynthesis 
AT4G19230	ath00906	Carotenoid biosynthesis 
AT4G32810	ath00906	Carotenoid biosynthesis 
AT5G17230	ath00906	Carotenoid biosynthesis 
AT5G45340	ath00906	Carotenoid biosynthesis 
AT5G52570	ath00906	Carotenoid biosynthesis 
AT5G57030	ath00906	Carotenoid biosynthesis 
AT5G67030	ath00906	Carotenoid biosynthesis 
AT1G22340	ath00908	Zeatin biosynthesis 
AT1G22360	ath00908	Zeatin biosynthesis 
AT1G22380	ath00908	Zeatin biosynthesis 
AT1G22400	ath00908	Zeatin biosynthesis 
AT1G67110	ath00908	Zeatin biosynthesis 
AT1G68460	ath00908	Zeatin biosynthesis 
AT1G75450	ath00908	Zeatin biosynthesis 
AT1G78270	ath00908	Zeatin biosynthesis 
AT2G27760	ath00908	Zeatin biosynthesis 
AT2G36760	ath00908	Zeatin biosynthesis 
AT2G36770	ath00908	Zeatin biosynthesis 
AT2G36780	ath00908	Zeatin biosynthesis 
AT2G36800	ath00908	Zeatin biosynthesis 
AT2G41510	ath00908	Zeatin biosynthesis 
AT3G63110	ath00908	Zeatin biosynthesis 
AT5G19040	ath00908	Zeatin biosynthesis 
AT5G20040	ath00908	Zeatin biosynthesis 
AT5G21482	ath00908	Zeatin biosynthesis 
AT5G38450	ath00908	Zeatin biosynthesis 
AT5G56970	ath00908	Zeatin biosynthesis 
AT1G58440	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT1G78950	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT1G78955	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT1G78960	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT1G78970	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT4G33360	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT4G34640	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT4G34650	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT5G23960	ath00909	Sesquiterpenoid and triterpenoid biosynthesis 
AT1G08080	ath00910	Nitrogen metabolism 
AT1G12940	ath00910	Nitrogen metabolism 
AT1G23730	ath00910	Nitrogen metabolism 
AT1G51720	ath00910	Nitrogen metabolism 
AT1G66200	ath00910	Nitrogen metabolism 
AT1G77760	ath00910	Nitrogen metabolism 
AT2G15620	ath00910	Nitrogen metabolism 
AT2G28210	ath00910	Nitrogen metabolism 
AT2G41220	ath00910	Nitrogen metabolism 
AT3G23490	ath00910	Nitrogen metabolism 
AT3G52720	ath00910	Nitrogen metabolism 
AT4G20990	ath00910	Nitrogen metabolism 
AT4G33580	ath00910	Nitrogen metabolism 
AT4G37550	ath00910	Nitrogen metabolism 
AT4G37560	ath00910	Nitrogen metabolism 
AT5G07440	ath00910	Nitrogen metabolism 
AT5G14570	ath00910	Nitrogen metabolism 
AT5G14740	ath00910	Nitrogen metabolism 
AT5G16570	ath00910	Nitrogen metabolism 
AT5G18170	ath00910	Nitrogen metabolism 
AT5G35630	ath00910	Nitrogen metabolism 
AT5G53460	ath00910	Nitrogen metabolism 
AT1G19920	ath00920	Sulfur metabolism 
AT1G33320	ath00920	Sulfur metabolism 
AT1G53580	ath00920	Sulfur metabolism 
AT1G55880	ath00920	Sulfur metabolism 
AT1G79230	ath00920	Sulfur metabolism 
AT2G17640	ath00920	Sulfur metabolism 
AT2G43750	ath00920	Sulfur metabolism 
AT3G01910	ath00920	Sulfur metabolism 
AT3G03900	ath00920	Sulfur metabolism 
AT3G13110	ath00920	Sulfur metabolism 
AT3G22460	ath00920	Sulfur metabolism 
AT3G22890	ath00920	Sulfur metabolism 
AT3G59760	ath00920	Sulfur metabolism 
AT3G61440	ath00920	Sulfur metabolism 
AT4G05090	ath00920	Sulfur metabolism 
AT4G14030	ath00920	Sulfur metabolism 
AT4G14880	ath00920	Sulfur metabolism 
AT4G16566	ath00920	Sulfur metabolism 
AT4G21990	ath00920	Sulfur metabolism 
AT5G04590	ath00920	Sulfur metabolism 
AT5G54390	ath00920	Sulfur metabolism 
AT5G56760	ath00920	Sulfur metabolism 
AT5G63980	ath00920	Sulfur metabolism 
AT5G67520	ath00920	Sulfur metabolism 
AT1G05250	ath00940	Phenylpropanoid biosynthesis 
AT1G14540	ath00940	Phenylpropanoid biosynthesis 
AT1G15950	ath00940	Phenylpropanoid biosynthesis 
AT1G30760	ath00940	Phenylpropanoid biosynthesis 
AT1G30870	ath00940	Phenylpropanoid biosynthesis 
AT1G44970	ath00940	Phenylpropanoid biosynthesis 
AT1G48130	ath00940	Phenylpropanoid biosynthesis 
AT1G49570	ath00940	Phenylpropanoid biosynthesis 
AT1G51680	ath00940	Phenylpropanoid biosynthesis 
AT1G52760	ath00940	Phenylpropanoid biosynthesis 
AT1G62940	ath00940	Phenylpropanoid biosynthesis 
AT1G65060	ath00940	Phenylpropanoid biosynthesis 
AT1G67980	ath00940	Phenylpropanoid biosynthesis 
AT1G68850	ath00940	Phenylpropanoid biosynthesis 
AT1G71695	ath00940	Phenylpropanoid biosynthesis 
AT1G72680	ath00940	Phenylpropanoid biosynthesis 
AT1G77420	ath00940	Phenylpropanoid biosynthesis 
AT2G18980	ath00940	Phenylpropanoid biosynthesis 
AT2G19070	ath00940	Phenylpropanoid biosynthesis 
AT2G22420	ath00940	Phenylpropanoid biosynthesis 
AT2G22990	ath00940	Phenylpropanoid biosynthesis 
AT2G30490	ath00940	Phenylpropanoid biosynthesis 
AT2G34060	ath00940	Phenylpropanoid biosynthesis 
AT2G34790	ath00940	Phenylpropanoid biosynthesis 
AT2G35380	ath00940	Phenylpropanoid biosynthesis 
AT2G37130	ath00940	Phenylpropanoid biosynthesis 
AT2G39420	ath00940	Phenylpropanoid biosynthesis 
AT2G40890	ath00940	Phenylpropanoid biosynthesis 
AT3G01190	ath00940	Phenylpropanoid biosynthesis 
AT3G10340	ath00940	Phenylpropanoid biosynthesis 
AT3G19450	ath00940	Phenylpropanoid biosynthesis 
AT3G21770	ath00940	Phenylpropanoid biosynthesis 
AT3G24503	ath00940	Phenylpropanoid biosynthesis 
AT3G28200	ath00940	Phenylpropanoid biosynthesis 
AT3G50740	ath00940	Phenylpropanoid biosynthesis 
AT3G50990	ath00940	Phenylpropanoid biosynthesis 
AT3G53260	ath00940	Phenylpropanoid biosynthesis 
AT3G62860	ath00940	Phenylpropanoid biosynthesis 
AT4G05160	ath00940	Phenylpropanoid biosynthesis 
AT4G17690	ath00940	Phenylpropanoid biosynthesis 
AT4G19010	ath00940	Phenylpropanoid biosynthesis 
AT4G21960	ath00940	Phenylpropanoid biosynthesis 
AT4G25980	ath00940	Phenylpropanoid biosynthesis 
AT4G26220	ath00940	Phenylpropanoid biosynthesis 
AT4G31760	ath00940	Phenylpropanoid biosynthesis 
AT4G33420	ath00940	Phenylpropanoid biosynthesis 
AT4G33870	ath00940	Phenylpropanoid biosynthesis 
AT4G34050	ath00940	Phenylpropanoid biosynthesis 
AT4G36220	ath00940	Phenylpropanoid biosynthesis 
AT4G36430	ath00940	Phenylpropanoid biosynthesis 
AT4G37530	ath00940	Phenylpropanoid biosynthesis 
AT4G37980	ath00940	Phenylpropanoid biosynthesis 
AT4G37990	ath00940	Phenylpropanoid biosynthesis 
AT4G39330	ath00940	Phenylpropanoid biosynthesis 
AT5G05340	ath00940	Phenylpropanoid biosynthesis 
AT5G06720	ath00940	Phenylpropanoid biosynthesis 
AT5G09640	ath00940	Phenylpropanoid biosynthesis 
AT5G15180	ath00940	Phenylpropanoid biosynthesis 
AT5G16120	ath00940	Phenylpropanoid biosynthesis 
AT5G24070	ath00940	Phenylpropanoid biosynthesis 
AT5G26310	ath00940	Phenylpropanoid biosynthesis 
AT5G39580	ath00940	Phenylpropanoid biosynthesis 
AT5G40150	ath00940	Phenylpropanoid biosynthesis 
AT5G42180	ath00940	Phenylpropanoid biosynthesis 
AT5G48930	ath00940	Phenylpropanoid biosynthesis 
AT5G51890	ath00940	Phenylpropanoid biosynthesis 
AT5G54160	ath00940	Phenylpropanoid biosynthesis 
AT5G63380	ath00940	Phenylpropanoid biosynthesis 
AT5G66390	ath00940	Phenylpropanoid biosynthesis 
AT5G66690	ath00940	Phenylpropanoid biosynthesis 
AT5G67400	ath00940	Phenylpropanoid biosynthesis 
AT1G61720	ath00941	Flavonoid biosynthesis 
AT1G67980	ath00941	Flavonoid biosynthesis 
AT2G19070	ath00941	Flavonoid biosynthesis 
AT2G30490	ath00941	Flavonoid biosynthesis 
AT2G40890	ath00941	Flavonoid biosynthesis 
AT3G51240	ath00941	Flavonoid biosynthesis 
AT3G55120	ath00941	Flavonoid biosynthesis 
AT4G22880	ath00941	Flavonoid biosynthesis 
AT4G26220	ath00941	Flavonoid biosynthesis 
AT4G34050	ath00941	Flavonoid biosynthesis 
AT5G05270	ath00941	Flavonoid biosynthesis 
AT5G07990	ath00941	Flavonoid biosynthesis 
AT5G08640	ath00941	Flavonoid biosynthesis 
AT5G13930	ath00941	Flavonoid biosynthesis 
AT5G42800	ath00941	Flavonoid biosynthesis 
AT5G48930	ath00941	Flavonoid biosynthesis 
AT4G14090	ath00942	Anthocyanin biosynthesis 
AT5G54060	ath00942	Anthocyanin biosynthesis 
AT2G36790	ath00944	Flavone and flavonol biosynthesis 
AT5G07990	ath00944	Flavone and flavonol biosynthesis 
AT5G17050	ath00944	Flavone and flavonol biosynthesis 
AT1G67980	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT2G19070	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT2G30490	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT2G40890	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT4G26220	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT4G34050	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT5G48930	ath00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis 
AT1G31690	ath00950	Isoquinoline alkaloid biosynthesis 
AT2G20340	ath00950	Isoquinoline alkaloid biosynthesis 
AT2G22250	ath00950	Isoquinoline alkaloid biosynthesis 
